"Hôtellerie: arrivées et nuitées des établissements ouverts selon l'année, le mois, la région touristique et la provenance des hôtes"

"Année";"Mois";"Région touristique";"Suisse Nuitées";"Pays baltes Nuitées";"Allemagne Nuitées";"France Nuitées";"Italie Nuitées";"Autriche Nuitées";"Royaume-Uni Nuitées";"Irlande (Eire) Nuitées";"Pays-Bas Nuitées";"Belgique Nuitées";"Luxembourg Nuitées";"Danemark Nuitées";"Suède Nuitées";"Norvège Nuitées";"Finlande Nuitées";"Espagne Nuitées";"Portugal Nuitées";"Grèce Nuitées";"Turquie Nuitées";"Autres Europe Nuitées";"Liechtenstein Nuitées";"Islande Nuitées";"Pologne Nuitées";"Hongrie Nuitées";"Biélorussie Nuitées";"Bulgarie Nuitées";"Malte Nuitées";"Chypre Nuitées";"Chili Nuitées";"Etats-Unis d'Amérique Nuitées";"Canada Nuitées";"Mexique Nuitées";"Brésil Nuitées";"Argentine Nuitées";"Amérique Centrale, Caraïbes Nuitées";"Autres Amérique du Sud Nuitées";"Autres Amérique centrale, Caraïbes Nuitées";"Egypte Nuitées";"Autres Afrique du Nord Nuitées";"Afrique du Sud Nuitées";"Autres Afrique Nuitées";"Bahreïn Nuitées";"Israël Nuitées";"Inde Nuitées";"Japon Nuitées";"Autres Asie de l'Est Nuitées";"Qatar Nuitées";"Koweït Nuitées";"Australie Nuitées";"Australie, N.Zélande, Océanie Nuitées";"Chine (sans Hongkong) Nuitées";"Pays du Golfe Nuitées";"Hongkong Nuitées";"Indonésie Nuitées";"République de Corée Nuitées";"Malaisie Nuitées";"Philippines Nuitées";"Nouvelle Zélande, Océanie Nuitées";"Singapour Nuitées";"Oman Nuitées";"Chine (Taiwan) Nuitées";"Thaïlande Nuitées";"Autres Asie de l'Ouest Nuitées";"Estonie Nuitées";"Lettonie Nuitées";"Lituanie Nuitées";"Arabie Saoudite Nuitées";"Emirats Arabes Unis Nuitées";"Serbie et Monténégro Nuitées";"Croatie Nuitées";"Roumanie Nuitées";"Russie Nuitées";"Slovaquie Nuitées";"Slovénie Nuitées";"République tchèque Nuitées";"Ukraine Nuitées";"Serbie Nuitées"
"2012";"Décembre";"Suisse";1101296;...;322431;109353;90575;21243;118486;4787;58594;46672;9621;6889;11832;4815;6665;31607;8529;11334;6804;8782;1637;711;12432;4810;1068;2395;911;932;728;85116;11823;3190;14132;1350;...;4702;3116;3158;5150;8791;6966;1610;8264;13721;12895;6325;3200;1566;18942;...;40588;...;5670;8779;8243;7665;1198;2272;21665;1201;2546;6907;5816;1467;1318;1173;5758;9602;...;2998;6403;48424;2493;2384;5968;6275;2439
"2013";"Janvier";"Suisse";1307223;...;371138;102381;77906;24181;133181;5919;53191;59080;10861;8117;14444;8162;4896;26813;8725;6768;10563;9897;1625;427;13704;6009;1816;2316;713;750;1187;87473;13066;3241;20966;3009;...;4253;3206;2378;4608;8774;7985;2175;10021;10099;15133;6911;1764;1394;23990;...;28899;...;3905;2822;12613;3017;1517;2310;5697;1048;2174;4710;5477;1628;1186;1510;8044;7187;...;3022;6885;103811;3141;1984;6475;12144;2174
"2013";"Février";"Suisse";1508923;...;407889;118980;67900;27748;168707;6128;100017;81094;18241;12618;25677;15421;8785;27108;11113;4922;11116;10111;2094;735;13543;6154;1450;3589;1595;712;1030;79401;12744;2694;15128;2408;...;3398;3044;2766;4009;4372;6791;1102;10354;10689;14906;6255;2971;2279;9132;...;45374;...;6037;4672;8095;3285;768;1571;7262;1350;3062;4815;4772;1390;1086;1138;5128;6224;...;2353;5942;44130;2631;2677;7874;6505;2558
"2013";"Mars";"Suisse";1461040;...;512607;165832;84658;34696;161187;7121;63350;63599;10344;12220;29111;13408;10290;37587;12230;6076;8072;10943;2003;649;18139;7408;1214;7248;622;1133;888;104982;18024;3766;14275;3126;...;4740;3439;2799;5316;6530;9756;1535;13923;18077;19976;7181;1701;1602;9670;...;40587;...;6785;5269;10943;4263;1772;1701;8684;1890;3839;10002;4996;2275;1789;1389;8609;9208;...;3462;6703;57151;3677;2937;11282;6901;2844
"2013";"Avril";"Suisse";979388;...;268557;87572;75701;27709;112318;5028;37106;43911;4335;8081;13493;6401;6656;29246;10054;5795;8217;8217;1852;825;15997;6661;745;3538;618;936;989;102486;15827;4014;15427;3181;...;4826;3534;2678;5700;4900;10114;1093;8328;32018;21096;8416;3237;1573;15756;...;63379;...;8386;4634;15000;6457;2029;1980;10925;1461;6525;21508;5699;1434;998;1077;9687;13266;...;2039;6236;40940;3999;1831;5975;5515;3383
"2013";"Mai";"Suisse";1039819;...;327834;91194;62480;30701;109818;5519;40888;21804;6058;7844;11915;5719;6708;32700;12062;6000;7793;8457;2015;664;12657;8749;1232;2696;665;944;1742;141680;21642;3741;21186;4027;...;5110;5683;3404;6664;5584;11611;2412;9166;103023;29519;9462;3274;2735;25451;...;76696;...;7963;9582;17129;7993;2401;3382;13573;1269;7671;16229;5917;2122;1028;1229;14328;10205;...;2609;5890;49352;3153;2650;8314;6255;3324
"2013";"Juin";"Suisse";1317251;...;390609;98269;72617;37964;159911;6289;59581;52060;6634;11360;13815;8458;7754;37057;12425;6928;8953;10609;1906;1359;14701;10070;926;3620;1117;2141;1983;208269;25184;6162;18820;5162;...;7071;6801;4214;8217;6112;15078;4499;12863;102260;75948;12330;4658;8057;32684;...;91637;...;12926;7297;17270;6143;2356;4842;21173;2999;11248;8887;7238;6485;879;1289;52330;25862;...;2388;6677;36636;3400;3501;10255;7009;3050
"2013";"Juillet";"Suisse";1749728;...;473998;126436;98756;45566;182989;6033;102680;99572;8791;18690;18917;17234;7118;51353;11192;7402;8600;10296;2932;853;13292;12059;2373;4119;2047;1429;1553;219040;28210;7506;21025;4608;...;6230;5216;2771;5121;6140;10283;1944;26738;58619;133829;11514;3046;3545;37632;...;136808;...;12443;4947;24400;4562;1361;6100;10211;1516;13201;8351;6504;3212;1063;1629;16524;12803;...;2300;7353;47095;4206;2692;13691;6480;2933
"2013";"Août";"Suisse";1738214;...;551130;159135;142970;48000;175210;6171;90112;93204;12551;11323;12701;6913;5336;59727;12714;9046;8239;11758;2924;1281;13058;12664;1794;4307;947;1392;1354;166248;25062;4121;14816;3346;...;5713;3917;4737;6190;4331;8092;5899;28653;46850;84146;11169;24751;33658;25986;...;137902;...;12022;15951;20168;4507;2637;4393;10947;3301;10519;6805;8420;2416;1233;2191;70023;57509;...;2402;8188;49538;4367;3227;14841;6678;2522
"2013";"Septembre";"Suisse";1520096;...;448522;101109;71395;38938;147501;6528;50438;43849;8327;11969;15243;9189;6075;38891;11747;5310;6686;9761;2529;1034;13073;10120;598;3017;1052;848;1963;185944;27997;4495;20147;4091;...;5357;5726;3498;6969;5820;9984;2331;15085;32514;47305;10940;6562;9945;38922;...;96587;...;8963;4103;17908;6431;1665;4231;11997;2524;10190;11494;7204;2155;1035;1258;21607;20701;...;2106;6588;34725;3880;2964;9610;4676;2665
"2013";"Octobre";"Suisse";1275379;...;292825;97484;68245;27052;85679;4934;31835;19935;4572;8456;11454;7496;6541;30525;11414;6346;10067;8605;1887;1212;11745;8809;1367;2876;588;745;1170;121036;18283;3940;18284;3877;...;4905;4619;3635;6098;4130;10936;2084;9686;26528;24685;9775;4620;6238;20809;...;86949;...;9651;4953;20101;6086;2111;2780;14262;1976;8412;16671;6686;2680;816;964;20640;15415;...;2692;6902;34219;4591;2526;8272;6265;3151
"2013";"Novembre";"Suisse";881007;...;198164;88730;69144;24259;71898;3912;21414;15321;3329;6160;9578;4576;4795;26398;9509;5963;6411;8625;1715;839;10320;7729;1209;2699;439;751;876;78986;11209;2225;10794;2176;...;3807;3200;2886;5235;2759;9530;1046;7198;14957;13168;7153;2406;1645;8761;...;47067;...;4966;3472;12278;5322;1459;1446;14528;994;3453;6153;6142;1492;915;1431;6608;6078;...;2507;6891;31635;3776;2135;7024;5567;3170
"2013";"Décembre";"Suisse";1111158;...;330223;113042;88874;20653;131692;5245;59325;49936;10437;7359;10643;5081;4734;29905;9070;12300;7103;8405;1702;597;16171;7170;1024;2759;812;1338;821;89922;12941;2981;15510;1598;...;4916;3153;3230;5226;8026;7662;1558;8560;12333;11940;8127;2999;1563;22511;...;42431;...;6183;8969;12061;7903;1378;2439;24366;593;2953;8852;6270;2430;1018;1310;9300;11097;...;2507;5908;49424;3751;3191;7956;6543;2656
"2014";"Janvier";"Suisse";1328998;...;368707;101988;81784;25881;135786;5865;47829;52382;10245;8146;16228;8624;4693;24085;8938;7333;10910;8993;1722;718;15889;5640;2950;2538;1016;879;1115;86740;13675;3244;22602;2383;...;4100;3136;2772;4989;7669;6682;1377;10035;9978;13903;7740;3007;1734;27030;...;39036;...;5307;2966;20268;2835;854;2479;8005;718;3160;3762;7098;1129;1273;1560;8279;8130;...;2647;6444;104843;3828;2445;7015;13612;2254
"2014";"Février";"Suisse";1416594;...;350499;145678;74200;26111;189253;6865;89544;54996;19030;13452;28301;15266;8226;25909;8548;5935;10771;9479;1645;594;13535;4990;1260;3289;555;742;1174;84124;12611;2044;12198;2170;...;2950;2821;3107;4945;4455;7051;1043;11175;10794;13475;6882;2872;3115;9626;...;48838;...;6138;1826;12424;3811;870;1702;7712;752;2954;4085;5244;1376;1518;1376;6996;8976;...;2251;7808;44478;3551;2763;9490;5981;2432
"2014";"Mars";"Suisse";1471419;...;486655;142621;95498;32519;151274;5880;65194;88282;8505;10850;32214;14264;8059;29254;12284;7652;8238;10146;2353;653;19791;6543;1364;3887;1709;957;1253;106098;19171;3117;16854;2507;...;3623;3692;3153;6534;5017;11818;1124;13163;17665;22571;9165;2947;2012;9705;...;55334;...;7205;4773;14658;5290;1480;2121;9753;1259;4239;10777;6898;2446;1763;2038;12238;13249;...;2694;6987;55535;4609;2300;11398;6128;3020
"2014";"Avril";"Suisse";1010972;...;299104;92217;73524;27240;114958;4551;32945;44020;6395;8128;14347;6716;6264;31758;11091;5644;7612;6995;1833;1534;14645;6205;1018;2998;686;747;948;92372;15300;4125;18703;3137;...;4047;4083;2448;4867;4048;9693;2053;9721;40867;14444;7873;4220;2274;15105;...;77165;...;8758;4621;19503;6922;2962;2232;9877;1988;5106;25414;5371;1173;959;1270;12158;16211;...;2039;5891;32545;3333;2126;6814;4987;2782
"2014";"Mai";"Suisse";1097491;...;297243;95435;71185;31717;105844;5033;39328;22798;5411;7359;11878;5711;5350;32833;11256;5811;8400;9593;2305;1385;12419;7532;949;3367;1003;754;1436;147974;22433;4139;20621;4574;...;4819;4555;2795;5440;4535;11697;2350;9914;105732;26582;9141;4255;3372;24346;...;91599;...;10124;5889;24252;7958;3533;3272;12909;1409;9740;15715;5648;3466;1185;1361;18203;14559;...;2080;7021;37180;3122;2216;8917;5461;2948
"2014";"Juin";"Suisse";1309319;...;382230;98975;75034;36872;156728;6674;55943;52606;7396;8635;13438;7564;6948;37630;11288;5778;8522;10492;2288;787;14299;8392;1948;3195;1404;888;1537;215395;25034;4934;18664;4560;...;6412;5700;4092;5821;5641;13914;1873;11840;88928;62520;12294;5595;6561;31703;...;97572;...;13583;6377;23293;7380;2201;4569;18045;2797;16318;10506;7330;1959;1093;1320;36796;20965;...;2269;7223;34316;3972;2826;9788;5159;2765
"2014";"Juillet";"Suisse";1686985;...;430458;123092;101182;43380;181652;6741;95563;94004;7438;15660;20531;14723;8811;46352;10404;6730;8026;10642;2411;755;15834;11000;3026;3696;698;1695;1377;230826;28493;7829;18684;4460;...;6465;5729;3002;2832;5982;9255;1831;19731;61772;111235;13063;3854;5720;38178;...;153340;...;13360;10484;33171;5196;1795;6000;12196;1646;14767;8880;6477;1753;1401;1595;12561;17268;...;2210;8513;45056;4778;2883;15006;6002;2493
"2014";"Août";"Suisse";1719315;...;542900;154627;131736;45411;174096;6122;91336;90212;12590;9954;14715;7304;7354;63844;11418;7495;7242;12586;2312;928;17310;10577;1486;3376;1251;1746;1291;184437;23903;4615;15930;4185;...;5005;4171;5279;5188;4079;8933;6728;29476;46029;73978;13043;34353;41636;28158;...;152313;...;12376;6224;34727;3589;1405;4808;7816;6332;12578;5760;10965;1652;1463;1983;110880;103742;...;2355;8913;45672;5046;3393;15691;6507;2661
"2014";"Septembre";"Suisse";1575833;...;423538;98332;75652;40283;152770;6299;50667;41752;7924;9033;15653;8501;6295;37334;10737;6147;7181;8972;2335;835;14086;9584;973;3517;1081;993;1567;194568;27956;5431;23676;4613;...;5566;4741;4026;4857;5156;10363;1788;16649;33814;45421;11739;8449;7462;36268;...;98888;...;9270;4586;26022;6584;2324;5306;11883;1560;11917;9056;7063;1669;1318;1106;30928;20700;...;2641;6773;30798;3875;2457;9582;4828;3026
"2014";"Octobre";"Suisse";1359451;...;291847;93519;66239;27658;91669;5326;32524;18688;5193;8226;13210;6347;5925;29229;11572;6533;9001;9698;2159;724;12835;7369;1011;2960;451;997;1530;129160;18746;4385;22186;3859;...;6215;4764;3743;4437;4154;11338;1346;12567;37484;29900;11192;5644;6039;21446;...;108066;...;8248;5533;27310;5644;2413;4020;12972;1796;10088;14644;6488;1363;1308;1016;31112;17036;...;2633;7030;31087;4114;2657;7420;5043;2890
"2014";"Novembre";"Suisse";876516;...;195595;79295;64298;24394;72355;4625;21927;14737;3294;6012;9120;4661;4606;26897;9813;6402;7292;8476;1619;735;11077;5695;714;3551;606;1389;839;81288;11803;2947;13044;2217;...;3839;3491;3030;4431;3118;10855;773;7859;17510;13683;7626;3243;1445;8763;...;59976;...;5263;4515;13368;5794;1612;1489;10538;1178;3397;7764;5497;1196;1149;1021;10427;7829;...;1985;6954;29807;3353;2661;5644;4917;2615
"2014";"Décembre";"Suisse";1173242;...;325681;112103;103726;23181;141052;5305;58871;51103;11554;7040;12159;4704;6339;31989;9164;14554;7100;8971;1789;1072;12932;4584;2403;3107;1120;1865;863;91442;11723;3839;19049;1650;...;4087;3380;3427;4688;7334;8489;897;11989;14643;12182;7709;2942;1687;23776;...;52148;...;8531;11821;14193;9567;1632;2708;22725;1109;3349;11530;6509;1527;1307;1131;7918;13399;...;2163;6405;41458;3362;3182;7210;5463;2468
"2015";"Janvier";"Suisse";1337392;...;355684;101689;83633;23880;134577;5490;44141;50829;9964;7092;17269;7255;5055;25391;9371;8706;13004;9902;1731;780;13198;4640;1935;2667;548;1023;996;89377;13285;3607;31171;2685;...;3633;3103;3182;3753;8262;7520;622;11309;12272;12134;8457;2643;2743;26306;...;42182;...;3788;4215;23150;2731;1018;2661;8367;1044;3328;6290;6164;989;1303;1053;10728;9074;...;2668;7142;77698;3751;2002;6458;11724;2116
"2015";"Février";"Suisse";1541223;...;363270;144043;71783;26045;183378;7277;95463;80988;18050;12290;26937;14422;7623;25201;11370;6689;10993;10298;2105;708;14048;5423;1118;4149;564;1033;1296;85660;13503;2657;18907;2731;...;3232;3078;3229;3961;3600;9157;767;11196;12698;14481;7894;2936;2229;9525;...;80463;...;7602;2539;16611;3352;1061;1521;7756;1152;5181;4878;4610;1602;1529;1458;6742;9586;...;2413;6977;28837;4138;1972;6965;4978;2259
"2015";"Mars";"Suisse";1373686;...;409102;121061;83485;32621;152853;6740;51382;53987;6888;9140;27059;14007;7665;30196;11751;7445;9398;9876;1958;1010;15811;6172;1478;3464;548;1013;1038;119715;19235;3973;14452;3195;...;3913;3464;2871;5028;5014;13704;784;13560;21061;18698;9826;3233;2083;11075;...;69711;...;8981;5879;18966;4531;1935;1717;9655;1566;6553;20842;6536;1852;1646;1371;14602;14649;...;2210;6936;35650;4886;2372;10563;5308;2560
"2015";"Avril";"Suisse";1055142;...;266106;82299;66418;26906;104187;4676;26336;43058;5471;6487;13024;4846;7113;27378;9459;5126;7658;7654;1879;568;10531;6018;1018;2665;515;608;1086;104728;17274;3556;17115;3012;...;3853;3618;3047;3654;3861;10190;1211;9985;38588;13291;8352;4617;2736;15874;...;94068;...;11266;7222;22358;5929;3093;2144;8651;1281;6278;32759;4714;1262;1138;1037;13992;17150;...;2148;5724;20171;3931;2173;5956;4711;2388
"2015";"Mai";"Suisse";1081986;...;264576;85323;63822;30736;104560;4952;37297;19373;4537;6825;9767;4819;5824;28421;10073;5092;8885;9255;2017;837;11554;7202;615;3690;677;627;1461;153843;21621;4043;21310;4501;...;4689;5606;3191;4104;5233;13943;765;12209;139492;27814;11110;4331;5011;26458;...;124373;...;12240;8971;28668;6253;4542;3305;10301;2140;12013;18187;5623;899;878;1052;23319;14523;...;2181;6828;26479;3537;2559;6014;5067;2776
"2015";"Juin";"Suisse";1324897;...;330232;96296;68344;36618;159218;6156;46695;42420;5960;7948;12802;7758;7109;35736;10611;5444;8228;9981;2182;1042;14495;9545;884;3754;671;1270;1991;228355;27276;5141;21291;6023;...;6689;7753;3220;4253;5601;15626;1386;18872;125267;54058;13312;3615;4305;35578;...;144421;...;16616;7050;29968;7167;2932;5223;15917;1875;21540;12474;6418;1257;1338;1191;21865;15344;...;2322;6853;24753;4307;2414;9719;4879;3082
"2015";"Juillet";"Suisse";1755638;...;377588;121314;85115;38209;178437;6001;78936;85340;6809;13503;16305;12086;7265;44679;9552;5606;8429;9855;2489;976;15885;11300;1187;3907;772;1985;1537;238155;27288;7526;20930;4472;...;5571;5602;4383;3410;6396;12019;6454;26559;72577;97778;16263;16805;16466;39619;...;209729;...;19566;18468;43088;4761;2623;6361;10911;4109;19923;9091;7376;1232;1048;1418;67662;51322;...;2023;7479;31387;5285;2614;12004;5198;2070
"2015";"Août";"Suisse";1699618;...;433478;144686;118017;42179;169173;5592;64874;75567;8781;8673;12223;6792;5626;56128;10607;5539;7809;11175;2378;1072;14976;10273;1175;3859;1077;1073;1365;196583;23995;4778;15334;4120;...;4983;4736;4973;5184;4351;10579;7014;29623;55798;65548;16040;39404;40424;30424;...;214574;...;17341;3781;41409;3269;2182;4173;8911;7079;15616;6730;9255;1082;1141;1165;119360;108909;...;1903;9051;29286;4450;3535;13823;5652;2306
"2015";"Septembre";"Suisse";1540442;...;355599;92360;69742;39531;151141;6215;43764;40165;5986;9198;13752;7067;6391;37545;9480;5411;8572;10466;2126;1353;14357;8821;832;3203;1054;1095;2411;208336;28606;4757;20789;4781;...;5552;5192;4331;4957;5234;13152;2032;14154;42162;44630;13102;9131;9599;37303;...;142404;...;14525;4287;29067;6566;2891;5609;13399;3224;16025;10928;7794;1036;1230;1204;53016;25766;...;2486;6742;21163;4240;3065;10495;4669;2893
"2015";"Octobre";"Suisse";1315229;...;248701;88036;65928;30449;91071;5640;29922;16335;3766;6509;11882;6134;5954;28378;8714;5907;7268;8912;2200;932;12840;6964;1207;2979;663;759;1406;132793;18549;3588;17497;4430;...;5109;5069;3026;5311;4494;14427;710;9770;36953;23168;11892;4715;3944;20061;...;140620;...;11744;5119;32487;6039;2918;2830;10758;2195;12853;18832;6494;1161;1191;954;21891;15340;...;2352;6400;22302;4069;2335;7866;5017;2906
"2015";"Novembre";"Suisse";869733;...;184475;72692;62073;25111;76901;4900;19949;14705;3519;5650;9335;4190;4554;25131;8304;6390;8614;8027;1409;825;11361;5410;865;2797;711;666;951;86376;11631;3373;12082;2808;...;4104;3545;3389;4669;4115;14599;837;7875;18647;13001;9693;3986;2513;9863;...;65056;...;7137;4323;17781;7594;2491;1600;10421;1530;4698;7111;5565;900;1092;891;12168;10209;...;2319;6153;22009;3387;2259;6800;4158;2855
"2015";"Décembre";"Suisse";1157195;...;264369;104648;98553;20950;134961;4782;45072;43434;9684;5919;10388;4364;5203;31860;8961;12217;7197;10335;1563;566;11095;5112;949;2769;1179;1265;982;94917;11955;3322;14361;1681;...;4742;3037;2810;4157;7082;9949;1064;9571;16409;10183;7448;4872;2356;23742;...;50833;...;9860;7895;13469;9195;2547;2402;22165;1226;4384;11560;7185;829;1014;1108;9954;15864;...;2447;5637;29529;2825;2553;6576;5910;2435
"2016";"Janvier";"Suisse";1268292;...;303728;93015;77882;22954;129648;5220;35185;43258;8322;7611;13673;5654;5198;25477;8039;9164;12856;9128;1594;564;13069;4690;896;2732;625;1171;926;97464;12951;3511;21984;3184;...;4113;3228;2901;3365;6625;8918;777;8744;12749;11500;7279;4233;2228;25755;...;43311;0;5680;3727;20733;2776;1302;3325;7921;1021;3032;6713;6545;1874;1134;1215;11358;11642;...;2584;6496;55475;3028;2507;6643;10196;2459
"2016";"Février";"Suisse";1588153;...;331588;139009;72583;25871;187481;6756;74760;69503;14826;11522;19401;12238;6964;26007;9647;6775;11442;10973;2043;1010;13946;5114;1325;3551;1253;770;970;91387;14183;2322;15602;3222;...;3485;3217;2962;4280;3514;10426;1060;11006;13404;13359;6549;4180;2161;10192;...;64683;0;9262;2530;17734;3449;1747;1797;8382;1178;6355;8294;6748;1947;1164;1299;7240;12487;...;2379;7151;26317;3514;2015;8180;4795;2387
"2016";"Mars";"Suisse";1503769;...;417301;124275;89847;33159;168455;6518;58954;60134;8422;9721;26153;11334;8522;35386;11450;7645;9307;10635;2207;1123;17576;6274;1103;3462;1150;908;1056;118465;17231;4082;12240;3178;...;4409;3342;2788;4708;5648;12803;685;14112;24814;18071;9019;6256;2656;11312;...;64521;0;11427;5588;17690;4574;2544;2384;9699;1693;5449;14806;8738;1858;1681;1488;14575;20012;...;1970;7688;30531;4417;2700;10275;5298;2942
"2016";"Avril";"Suisse";1018151;...;225208;84761;66547;27887;103972;4746;30801;28005;4456;6564;12568;6297;6183;24509;10011;6122;8200;8451;1901;543;14320;6349;1032;3453;665;621;1248;115519;15640;3079;14234;3400;...;3887;2951;3086;4124;3059;11444;899;10914;40529;14364;9431;5477;2336;15787;...;81851;0;8107;7258;23529;5754;3002;2398;9537;1288;7167;32064;6376;1189;815;1077;15810;19177;...;2479;7125;19545;4070;2185;6361;4013;2679
"2016";"Mai";"Suisse";1107246;...;265565;85999;59005;32875;116338;6003;37153;21433;5356;7763;10718;6243;5799;31768;10810;6217;10541;8918;1996;1049;12778;7641;1443;3282;896;1365;1631;158668;20668;4085;19138;5538;...;5042;4404;3455;5044;4855;13170;986;10445;134390;22125;11403;4706;4431;25724;...;104811;0;12600;8773;30990;6454;3521;4303;11589;2380;13964;23529;5977;1254;937;1138;29507;20122;...;2492;6698;23228;3626;2264;7210;4836;2540
"2016";"Juin";"Suisse";1287492;...;308045;92464;73509;37090;158478;6346;49162;41355;6191;9994;12835;7693;6709;35383;10823;6543;10414;11798;2407;1609;14969;9402;1423;3608;1253;1039;2168;246959;26044;6678;18366;6245;...;7165;6688;2772;4165;5152;15402;713;16358;111870;49699;13803;2037;1880;35158;...;118603;0;19034;6421;36701;5848;3975;4408;16867;1175;26486;14378;6304;1162;1211;1330;6610;11736;...;2473;7307;21813;4687;2436;9240;4860;2801
"2016";"Juillet";"Suisse";1788122;...;365504;117457;75989;42192;172384;5953;79612;91159;7458;16406;18521;13503;8866;47415;11786;6535;9105;11701;2953;1077;15277;10628;1278;3559;1099;1360;1660;252440;24710;7169;16202;5358;...;5475;5068;4426;4160;5619;8981;4273;22279;71580;86831;17367;16324;16170;38538;...;162410;0;19904;13672;46270;5061;2217;5735;10751;6397;20198;12875;9237;1805;933;1324;77594;67578;...;2011;8798;27829;4645;2484;12946;4236;2292
"2016";"Août";"Suisse";1733097;...;441145;140552;117711;45864;165447;6411;79614;74384;10998;8597;11270;6035;5124;64651;10713;7147;7825;11307;2902;1360;16386;9635;2199;3457;1128;1503;1295;198368;25094;4399;14822;4181;...;4755;4712;4120;5519;3594;10006;5965;33593;56689;60696;17963;33193;31798;28850;...;159605;0;16446;3186;45282;3069;1978;3849;8012;5336;15275;8444;10059;1486;1315;1254;121437;89951;...;2210;8424;24632;4577;2782;13853;5276;2051
"2016";"Septembre";"Suisse";1561765;...;347723;92123;67605;40120;144524;6295;46628;37142;7402;8641;14780;8082;6395;34165;10502;5209;10528;11057;2734;1306;14230;8167;1038;3240;1404;1073;1507;222278;27821;4741;19084;5239;...;5891;4450;4264;4661;4604;11162;2905;17523;49482;38336;15311;11773;15706;37089;...;107569;0;14768;4565;36619;6374;3217;4197;11940;3099;24110;10891;8512;1256;941;1117;64638;36398;...;2628;7836;21085;4463;2308;9312;4048;2612
"2016";"Octobre";"Suisse";1381511;...;254374;92070;69715;31576;86874;5618;32186;17461;4608;8250;11702;7416;6158;29014;10176;7579;8218;12837;2135;923;11773;7003;822;2847;678;1327;1351;138310;19295;4340;18867;4318;...;5792;4601;2980;4053;4289;13254;1602;13080;39624;21188;13514;3672;4444;21010;...;109828;0;12050;6495;30249;6547;3306;3110;10247;1826;14581;24482;6832;1006;962;1022;19723;15582;...;2781;7913;20814;3764;2437;7021;4702;2904
"2016";"Novembre";"Suisse";876023;...;189156;77383;58673;25112;72553;5126;22352;16955;4065;5978;9185;5459;4709;26269;8658;6749;8888;9736;1506;537;11981;5656;786;2736;848;910;917;86766;11141;3245;13449;2481;...;4265;4064;2219;3840;2885;9399;566;7913;23887;12320;8898;2345;1415;9475;...;60315;0;6781;5914;17961;4744;2247;1836;9437;1105;6617;10668;5237;812;805;1004;14190;9778;...;2507;6647;20898;3732;2385;6339;4486;2729
"2016";"Décembre";"Suisse";1130940;...;254416;105499;90761;20384;127078;5519;37952;37771;8047;5543;10152;4234;5128;38034;10675;12381;8564;9483;1734;596;11224;5543;833;2665;1261;1378;854;107876;12395;4402;17352;1842;...;4473;3507;2334;3804;5411;8213;1177;11878;20044;12564;8371;3026;2500;24673;...;53418;0;10993;10645;15715;9694;2609;2852;22562;1277;5359;13785;5845;1197;1388;1086;12504;15488;...;2037;6242;31447;3108;1908;6280;5722;2174
"2017";"Janvier";"Suisse";1335581;...;304041;88785;74251;23473;128276;6114;43554;56178;9647;7324;12977;5710;4379;27001;8050;8383;12858;9026;1935;508;12994;4694;1709;2685;1030;1969;1127;103837;13022;3441;26754;3421;...;3987;3647;2322;3337;5625;7825;768;10732;13771;13265;8380;3342;2575;28920;...;65558;...;8614;5325;25476;3618;1633;3007;8488;860;6057;7355;4733;1614;1577;1055;13482;10250;...;2094;6733;55685;3330;2041;5760;9819;2349
"2017";"Février";"Suisse";1587284;...;303488;136475;65563;31400;174065;6842;70962;66927;15351;12727;22391;13891;7186;26545;10588;6662;8727;10819;2971;826;13474;5174;1491;2865;1366;1088;1176;99908;14506;2818;17976;3315;...;3644;2766;2956;4000;3007;8596;1221;9636;14187;13522;6831;2688;2261;12299;...;65257;...;6581;3603;21553;3035;2067;1563;7467;1026;5639;6989;5385;1633;1090;1197;8083;11858;...;2169;6801;30388;3751;2900;7385;4675;2558
"2017";"Mars";"Suisse";1503850;...;379588;111068;81208;31184;154704;7078;61772;72645;6954;8891;26222;13789;7970;31053;11851;7032;9798;10318;2160;988;20102;7037;1279;3565;1115;977;1385;132149;19104;3531;17788;3683;...;4160;3932;2814;4592;5166;11582;767;13929;26053;20581;11423;3554;2737;13005;...;70182;...;9219;6729;23588;5590;1850;1990;10581;2169;7724;18995;8631;1911;1747;1367;13822;21440;...;2076;7299;33636;4757;2900;11700;5755;2851
"2017";"Avril";"Suisse";1139880;...;276695;85442;70276;28634;107730;5187;31157;44316;6278;6837;11927;5232;6548;33658;13305;5164;8408;8429;1935;986;13254;6374;1738;3028;947;521;1253;120619;15388;4063;16270;4269;...;4539;3797;2343;3518;4463;10277;1083;10875;52344;14141;11036;6086;3164;16072;...;88103;...;12436;9318;35880;6677;4657;2488;9910;2036;8377;42586;5801;1513;920;899;18019;20812;...;2431;5884;20466;3420;2248;6474;3456;2671
"2017";"Mai";"Suisse";1139281;...;258409;86788;63306;31790;108750;5662;36188;20662;4583;7185;10876;5202;6435;31230;10753;5913;10659;9182;2516;965;13632;7424;1295;3336;873;813;2182;187866;22899;3920;23115;5877;...;5805;4543;2529;4150;4771;11607;1080;11341;168669;28018;13162;4894;4083;28720;...;118255;...;14294;7399;45864;6940;5078;3980;13466;2842;22394;28085;7349;1202;1128;1623;16851;16698;...;2510;7347;24899;3651;2233;7575;4606;2558
