"Hôtellerie: arrivées et nuitées des établissements ouverts selon l'année, le mois, la région touristique et la provenance des hôtes"

"Année";"Mois";"Région touristique";"Suisse Nuitées";"Pays baltes Nuitées";"Allemagne Nuitées";"France Nuitées";"Italie Nuitées";"Autriche Nuitées";"Royaume-Uni Nuitées";"Irlande (Eire) Nuitées";"Pays-Bas Nuitées";"Belgique Nuitées";"Luxembourg Nuitées";"Danemark Nuitées";"Suède Nuitées";"Norvège Nuitées";"Finlande Nuitées";"Espagne Nuitées";"Portugal Nuitées";"Grèce Nuitées";"Turquie Nuitées";"Autres Europe Nuitées";"Liechtenstein Nuitées";"Islande Nuitées";"Pologne Nuitées";"Hongrie Nuitées";"Biélorussie Nuitées";"Bulgarie Nuitées";"Malte Nuitées";"Chypre Nuitées";"Chili Nuitées";"Etats-Unis d'Amérique Nuitées";"Canada Nuitées";"Mexique Nuitées";"Brésil Nuitées";"Argentine Nuitées";"Amérique Centrale, Caraïbes Nuitées";"Autres Amérique du Sud Nuitées";"Autres Amérique centrale, Caraïbes Nuitées";"Egypte Nuitées";"Autres Afrique du Nord Nuitées";"Afrique du Sud Nuitées";"Autres Afrique Nuitées";"Bahreïn Nuitées";"Israël Nuitées";"Inde Nuitées";"Japon Nuitées";"Autres Asie de l'Est Nuitées";"Qatar Nuitées";"Koweït Nuitées";"Australie Nuitées";"Australie, N.Zélande, Océanie Nuitées";"Chine (sans Hongkong) Nuitées";"Pays du Golfe Nuitées";"Hongkong Nuitées";"Indonésie Nuitées";"République de Corée Nuitées";"Malaisie Nuitées";"Philippines Nuitées";"Nouvelle Zélande, Océanie Nuitées";"Singapour Nuitées";"Oman Nuitées";"Chine (Taiwan) Nuitées";"Thaïlande Nuitées";"Autres Asie de l'Ouest Nuitées";"Estonie Nuitées";"Lettonie Nuitées";"Lituanie Nuitées";"Arabie Saoudite Nuitées";"Emirats Arabes Unis Nuitées";"Serbie et Monténégro Nuitées";"Croatie Nuitées";"Roumanie Nuitées";"Russie Nuitées";"Slovaquie Nuitées";"Slovénie Nuitées";"République tchèque Nuitées";"Ukraine Nuitées";"Serbie Nuitées"
"2008";"Mai";"Suisse";1109637;3627;474477;95848;71563;36002;155194;6905;60573;26281;6695;9398;14615;6055;6681;31700;10061;9125;6662;21093;2178;1450;10824;7505;930;4054;...;...;1277;141612;20945;...;16567;3073;7360;4651;...;3610;5229;7165;9996;...;8729;72998;36304;10909;...;...;...;25241;21934;18715;4685;2350;14562;4239;1405;...;8798;...;5397;10143;4475;...;...;...;...;...;2623;2447;6447;28244;2441;3082;8463;4784;...
"2008";"Juin";"Suisse";1229227;4222;521522;111584;91437;44527;196254;7243;120856;55846;7306;9679;15178;8813;8198;31127;20212;7172;19907;24286;2460;1940;9597;7657;550;3281;...;...;1392;183970;20803;...;13239;2963;10721;6278;...;3608;5775;6993;11330;...;11461;48167;72623;10567;...;...;...;30698;20563;23619;4884;2965;12699;3394;1199;...;9141;...;4698;5772;4330;...;...;...;...;...;2354;2563;28493;26553;2903;2301;14048;3990;...
"2008";"Juillet";"Suisse";1782276;5883;661864;148291;106174;44122;241877;9486;158899;125884;10354;19805;20105;11732;10446;55135;10015;10695;5880;30066;3494;1787;13361;10540;1189;4558;...;...;1465;206326;24324;...;16115;3223;11420;6580;...;5584;6508;8095;10914;...;25560;39003;122870;12136;...;...;...;29950;22176;91455;6128;2479;20686;3137;1115;...;7101;...;6642;5531;7769;...;...;...;...;...;2365;2488;11757;33124;3483;2070;11523;5319;...
"2008";"Août";"Suisse";1711678;6238;729225;181255;185886;49305;239114;8251;135170;112972;15724;13146;11720;6457;6541;84460;11380;15705;5046;31966;3793;2105;11551;12869;1393;3743;...;...;1045;150032;19452;...;11486;3407;7271;5981;...;5478;7606;5869;10955;...;32991;35469;75978;11771;...;...;...;23341;19213;143652;4378;1451;15698;2522;931;...;5065;...;4838;5065;8034;...;...;...;...;...;2087;3397;13691;33435;3583;2559;13110;5989;...
"2008";"Septembre";"Suisse";1563016;5791;623096;105275;74387;39977;192735;7908;74803;47257;9053;13209;16004;8844;8109;40457;10062;6999;6416;22772;3202;1686;10872;7430;1123;3876;...;...;1109;164172;23838;...;15243;3190;8107;5261;...;2373;4747;6507;11241;...;17142;25799;46974;8579;...;...;...;31966;21158;11861;3620;2034;10081;3217;1139;...;7173;...;4540;5418;4837;...;...;...;...;...;2793;2558;7748;26913;2960;2466;8688;4196;...
"2008";"Octobre";"Suisse";1351492;2575;415698;95752;69078;29780;101552;6523;40875;25038;4082;8919;12943;8215;7468;32802;8325;8060;6931;16805;2416;791;8317;6244;737;3132;...;...;1045;117817;18258;...;14387;2809;7622;5446;...;3540;5461;4870;10936;...;11471;20639;30601;10284;...;...;...;20932;19242;20421;3131;3774;11815;3538;1544;...;7525;...;4582;7419;4551;...;...;...;...;...;2151;2577;6146;23947;2269;2019;5746;5135;...
"2008";"Novembre";"Suisse";801042;2259;229256;75328;62202;22391;69671;4969;22790;16712;3495;6774;9757;4451;4718;24165;8518;6104;6093;14029;1481;599;8043;4427;630;2742;...;...;815;73366;11725;...;9970;2071;5925;3638;...;2752;5443;3584;11094;...;6967;11661;16306;6605;...;...;...;9663;14733;13186;2076;1568;6182;3258;1474;...;7390;...;2235;4180;4102;...;...;...;...;...;2192;2467;5631;24403;2112;1275;4553;4350;...
"2008";"Décembre";"Suisse";1040390;3667;444775;105239;107078;19449;161162;7155;86647;67062;13345;7101;12020;4564;5936;32415;9259;24231;6556;17981;1698;804;10262;3986;1536;2776;...;...;719;74562;11090;...;10942;1220;4935;3372;...;2410;4370;6489;6833;...;8655;9222;14590;5866;...;...;...;19777;13023;18210;3519;2369;6340;4235;852;...;13584;...;2578;4030;4524;...;...;...;...;...;2123;2741;7497;36401;2101;1476;6034;5218;...
"2009";"Janvier";"Suisse";1276705;4079;521781;102699;97139;23659;171231;8155;75462;64809;13827;10674;19561;6316;6075;28248;7922;13140;8849;17923;1735;550;13223;4110;1371;3102;...;...;1502;75268;12796;...;14207;2167;5379;3251;...;1983;3607;7317;7253;...;8639;8418;15973;6379;...;...;...;19345;18011;12468;5237;876;6396;2540;865;...;6113;...;2698;3010;3817;...;...;...;...;...;1854;3269;6105;103137;1936;1991;5036;11592;...
"2009";"Février";"Suisse";1407631;2858;516263;170278;89400;26727;229713;8639;157531;99303;27621;18325;34004;11844;12132;26247;10277;7317;7843;17847;2168;1413;13129;4703;1179;3306;...;...;667;71158;11323;...;9815;1982;4590;3228;...;2294;3952;3590;8395;...;10441;9512;14260;5990;...;...;...;10324;12502;15513;2475;751;5394;2147;910;...;5393;...;1419;3966;3680;...;...;...;...;...;2073;2238;5506;34382;2617;1874;6864;4747;...
"2009";"Mars";"Suisse";1327000;4228;583067;134382;99598;36342;189911;6820;81057;67900;8574;12745;30061;12915;9013;31477;10552;10702;6846;18535;2211;977;15586;5273;1189;3070;...;...;834;95864;15904;...;9353;2370;6260;4141;...;3182;5750;5190;11366;...;13701;14019;20779;7625;...;...;...;10498;19094;18144;6242;2425;6844;2979;915;...;8198;...;2282;6874;4234;...;...;...;...;...;2236;2401;5241;44689;3059;2155;12167;5555;...
"2009";"Avril";"Suisse";1001664;5435;477171;95303;74368;30322;142392;6955;43262;77257;9461;9298;16557;6537;10771;31786;8931;9210;5213;13869;1760;820;7436;8153;2563;2554;...;...;577;83026;14094;...;10896;2410;6019;3956;...;2621;3800;5266;7152;...;11237;23591;16976;6291;...;...;...;12437;21177;16950;4848;2004;8288;2878;1543;...;6741;...;3584;14007;3371;...;...;...;...;...;2090;2057;4626;24441;3396;1992;7877;3466;...
"2009";"Mai";"Suisse";1035632;3338;408734;93614;70262;33570;109415;5748;51961;25165;6438;9206;13385;5436;9441;27432;7982;7145;5625;16079;2396;983;8019;6735;755;3447;...;...;952;120621;21378;...;11369;2942;6109;3727;...;2566;4408;4105;10900;...;8056;66768;28287;7876;...;...;...;18308;24363;17064;5079;2629;9350;3265;1564;...;7881;...;4988;7369;3903;...;...;...;...;...;2036;2312;5189;37506;3343;1868;8520;4439;...
"2009";"Juin";"Suisse";1227721;2699;525388;104819;77353;41344;166899;6770;85748;53501;7562;9112;13555;6716;8877;34619;9556;7499;6423;17451;2402;1038;10156;7284;864;3413;...;...;1271;183262;23047;...;13336;3788;9344;6603;...;3394;5334;5771;14755;...;13210;57183;66103;10373;...;...;...;25471;21211;25799;5785;3598;9481;3255;1792;...;11716;...;4145;5090;5182;...;...;...;...;...;1844;3304;6148;25882;2630;2048;9623;4287;...
"2009";"Juillet";"Suisse";1733205;4356;617009;150950;109155;43934;195419;7450;154235;121344;10495;18991;17528;11584;9833;51155;8450;10878;5086;20938;2964;809;11021;10762;1790;4597;...;...;1306;188933;23554;...;14898;3381;8157;5221;...;5467;5614;5165;10784;...;22683;39245;110270;11727;...;...;...;26638;24304;105632;6859;4410;15120;2169;1155;...;7235;...;5307;4848;6935;...;...;...;...;...;1754;2096;9057;34211;3255;1952;11658;5432;...
"2009";"Août";"Suisse";1684221;4628;732310;186776;190533;52435;188087;7657;149871;109056;17092;12570;12387;6305;7608;81898;10135;16842;5321;24863;3292;2006;11352;11918;2030;3653;...;...;907;142391;19039;...;10636;2713;5572;4486;...;3708;4539;4079;8987;...;33814;32784;81837;9727;...;...;...;19953;26038;88126;5995;1554;14425;1531;922;...;6115;...;5111;3675;5841;...;...;...;...;...;2135;2773;11653;35747;3308;2561;13671;5749;...
"2009";"Septembre";"Suisse";1571127;3348;613910;110374;77461;42776;160606;6899;74146;51211;9400;11670;16093;9345;6616;46315;8849;8497;6428;18655;2159;1001;11323;8035;1154;3124;...;...;1245;164042;24649;...;14940;3386;7750;5579;...;2986;3306;5382;10410;...;14434;27531;59562;8733;...;...;...;27361;29401;18577;5359;5438;9059;3219;1365;...;8242;...;5156;5561;5266;...;...;...;...;...;2297;2492;6342;26558;2671;2429;9719;4675;...
"2009";"Octobre";"Suisse";1345400;2882;395043;91281;71287;28878;88895;5546;41624;18394;4419;7729;12635;7012;5938;30923;7510;7171;6182;14085;2018;1009;8815;6192;660;2326;...;...;1275;107672;18231;...;14885;3096;6941;4635;...;3717;4530;4275;11743;...;11618;20589;31338;8892;...;...;...;19110;35932;22232;5978;1688;9206;3442;1355;...;8526;...;4222;9235;5889;...;...;...;...;...;1957;2522;6103;26262;2632;2456;5732;3975;...
"2009";"Novembre";"Suisse";781712;2406;222213;78222;64089;23576;70470;4295;22945;18776;3847;6308;8570;4780;4428;24662;7547;7042;7416;10313;1484;557;8864;5077;620;2772;...;...;789;75291;11507;...;9889;1878;5824;3323;...;3150;4010;3501;10081;...;6128;13436;15495;7072;...;...;...;9306;21207;17112;3100;1904;6413;3047;1525;...;9911;...;2362;3576;4299;...;...;...;...;...;2237;2221;6001;24075;2306;1481;5316;4437;...
"2009";"Décembre";"Suisse";1032450;3388;418436;114754;116943;20308;143182;7362;88466;68374;15507;8069;11158;4480;5746;32419;7089;20513;5737;14886;1503;820;15622;4171;803;2377;...;...;738;75328;11831;...;10753;1460;5054;4187;...;2890;3624;6908;7739;...;7838;11204;13840;6539;...;...;...;18569;18477;17120;4549;5269;6724;4876;966;...;20189;...;2303;6067;4326;...;...;...;...;...;1874;1914;6851;37635;2280;1510;5699;5690;...
"2010";"Janvier";"Suisse";1251024;...;506452;102152;100277;26608;156622;6434;63286;59209;14069;11543;16876;7240;7389;28980;7298;14727;10593;15453;1949;610;14700;4457;1932;2510;129;524;1224;78754;12903;...;16370;2124;5187;3917;...;2372;3066;6664;6426;...;9573;8409;14334;6746;...;...;17239;...;15681;14868;3448;1251;8070;1971;745;3325;6220;...;2111;3424;4989;3108;873;703;...;...;...;2615;6456;94443;1921;2180;5700;10327;2083
"2010";"Février";"Suisse";1489928;...;504592;168565;88531;28397;216190;6743;149995;101320;26726;17018;24597;14755;11172;26220;9270;7744;9297;12743;2076;1045;15121;4536;2678;3112;855;747;633;75622;13176;...;11592;1771;5095;2681;...;2538;3891;3921;8086;...;10119;8208;14424;5387;...;...;8337;...;22498;16549;5581;998;5834;2377;762;1867;4542;...;2507;2449;3681;2287;872;951;...;...;...;2376;6520;36413;2545;1891;7449;4800;1863
"2010";"Mars";"Suisse";1377560;...;631805;139987;94640;39698;193963;8029;77737;75035;11307;13972;36783;13268;11698;36115;10195;10646;7454;14946;1920;791;18360;6209;1489;3133;1030;681;600;103073;18375;...;10528;2369;6613;4832;...;2703;4208;5655;9327;...;12778;13536;21258;8270;...;...;9526;...;24405;16183;7517;2706;8172;3190;1342;1826;9026;...;3492;7367;5323;1204;1587;1285;...;...;...;2777;7483;46183;3462;2398;12370;6552;1937
"2010";"Avril";"Suisse";1041679;...;415088;99869;72795;26105;130281;4220;41104;78886;8055;7601;14290;5675;6639;28878;8372;8465;6647;12846;1658;714;9730;5514;675;2831;836;469;571;82202;14461;...;12766;2082;6390;3557;...;2519;3495;3918;7462;...;8021;26025;15675;6048;...;...;12578;...;25576;17177;4133;2262;9562;3228;2507;1989;4871;...;4533;16244;4219;915;889;665;...;...;...;1941;5491;25339;2092;2026;7681;3997;2042
"2010";"Mai";"Suisse";1055911;...;403335;94069;63000;34560;111535;4935;63430;24107;7357;8637;12190;6486;6482;30553;8472;7072;6354;13081;2168;898;9159;6946;1048;3269;1732;531;1354;134697;19892;...;15065;3061;6828;4279;...;2511;4411;5658;10344;...;8807;82108;30902;9846;...;...;20607;...;32127;18683;5470;2731;13536;4390;1922;3119;8833;...;5314;9929;4308;1098;801;975;...;...;...;1975;6118;29417;2079;2101;7077;4928;2744
"2010";"Juin";"Suisse";1281536;...;511214;109871;78814;41044;179698;6333;82856;52567;7069;12972;13408;7764;8932;39747;9733;8298;7859;16298;2349;1387;11398;9415;1095;3402;1109;583;1450;203960;27008;...;15244;3761;11101;6926;...;3729;3967;6561;14589;...;12925;73293;85379;11188;...;...;26451;...;41245;33672;7372;5714;13555;5130;1978;5140;12582;...;6376;6663;6035;834;1015;1208;...;...;...;2450;7242;29736;2395;2832;8582;4813;2068
"2010";"Juillet";"Suisse";1786678;...;597092;149877;107413;45477;201527;7850;160392;121701;10936;19463;17297;15958;10671;53727;10997;9708;6134;17352;3161;760;12309;12145;1700;4633;1674;1585;1289;205179;26490;...;16374;3294;11455;5576;...;5355;4799;5608;10450;...;21045;48175;126847;14583;...;...;29306;...;47547;158428;8661;3438;19155;2854;1122;4495;8604;...;6437;6610;8106;3304;993;1632;...;...;...;1942;8387;36752;2628;2483;13852;5984;1979
"2010";"Août";"Suisse";1675779;...;695201;185447;170194;52598;192792;6982;143605;101146;16902;11913;14156;8878;9443;81028;10728;11976;5194;15843;2950;1390;11028;11296;1610;3693;1321;1872;850;160855;20761;...;11644;3338;6721;4781;...;3143;3895;4625;8179;...;30523;40810;88633;9686;...;...;21080;...;51823;56717;8892;1838;17515;2160;932;3775;5207;...;6457;4379;5890;2423;878;1321;...;...;...;1963;10355;42813;4140;2737;13737;5329;1624
"2010";"Septembre";"Suisse";1558102;...;575379;107011;73570;45458;174863;6705;66442;49508;9467;11432;16967;9898;7953;40609;9442;7479;8263;14343;2501;1176;11111;8126;1347;3532;744;600;1270;189730;27939;...;18222;4407;8054;5412;...;4336;4113;6358;9849;...;16181;33962;54023;10704;...;...;29291;...;47134;34514;6527;7667;13359;4336;1888;4084;8233;...;6711;6204;7478;1520;1161;1484;...;...;...;2443;7234;32073;2820;2467;9682;4753;2206
"2010";"Octobre";"Suisse";1369500;...;365742;95995;68027;29431;93383;5128;38559;19581;4735;8631;12484;9610;6909;30644;8092;6709;5856;9638;2227;816;8207;5868;805;2302;587;433;1272;114580;19609;...;17618;3709;7435;5276;...;3383;3837;4135;13653;...;9084;31264;26105;10218;...;...;18253;...;44534;20233;6615;2782;12373;4750;1900;2629;8754;...;5280;11567;5151;1293;845;716;...;...;...;2538;5812;25570;1859;2209;5934;3788;2190
"2010";"Novembre";"Suisse";818343;...;228490;81444;59994;23741;72347;4394;23964;17786;3628;6228;10006;4959;4464;24182;7259;6472;9658;7663;1774;762;8770;4785;1035;2985;448;644;683;79440;12294;...;11424;2301;6042;3664;...;3051;3620;3354;11198;...;7268;15158;16206;7607;...;...;8939;...;29703;18855;4305;2004;7885;4805;1233;1519;8858;...;3247;4625;5434;1513;824;767;...;...;...;1759;5635;28630;2036;1478;5621;5291;1953
"2010";"Décembre";"Suisse";1059264;...;382130;114991;97192;20458;130356;4736;78173;41431;14073;7752;11523;4499;5263;29141;7784;16232;5647;9908;1646;617;13395;4300;1747;2722;1056;953;541;78343;12232;...;11924;1200;4999;4414;...;3161;3325;7221;8908;...;9188;11904;13352;6246;...;...;16081;...;21945;17559;4686;4936;6361;5399;807;1570;18833;...;2510;6390;5017;745;847;1029;...;...;...;1885;6803;40515;1845;1348;6485;5289;2017
"2011";"Janvier";"Suisse";1299990;...;501567;105202;97307;25213;151628;5775;61785;74245;11632;8632;17766;7770;7065;28073;6840;12114;8792;10117;1810;1090;13154;4824;2160;3185;762;838;1264;81807;13410;2141;19608;2453;...;3771;2883;2704;3175;7475;6884;625;9784;9716;14101;7115;1217;843;19878;...;17233;...;3741;2656;9995;1929;744;2444;5403;522;2019;4059;5019;1686;1330;1011;6954;5496;...;3331;6946;97998;2135;1998;6752;10816;2119
"2011";"Février";"Suisse";1397185;...;414600;161543;74879;27353;205462;6460;123242;59317;25361;16807;28316;13776;10985;27199;8037;7447;11726;11098;2154;1398;16487;5779;1385;3073;1739;670;603;82836;16309;2454;9832;2409;...;3259;2709;2211;3849;4823;8585;883;9161;9799;17049;6303;1557;2040;8731;...;24610;...;5942;1552;7304;2487;1088;2603;6917;1260;1881;4034;4237;1864;1428;1365;7709;6428;...;2402;7284;40176;3112;2438;8237;5502;2585
"2011";"Mars";"Suisse";1432555;...;603770;144207;103236;37254;162806;6794;91847;103057;8476;13837;36257;13725;11273;33034;11171;9805;8768;10834;2513;931;16980;5945;1868;3605;1096;889;1093;107250;19549;3243;16370;2804;...;3932;3147;2673;5325;5844;9717;760;14220;18601;20934;8239;2406;1397;10313;...;29312;...;7031;4091;9185;3968;1235;1624;7657;769;4045;9527;5191;1543;2111;1292;7482;6864;...;2706;7739;53903;3201;2259;11680;6647;2335
"2011";"Avril";"Suisse";1066079;...;371373;94538;65035;30103;124301;4635;34462;53588;7733;8346;15915;6929;7630;34458;9426;8224;6401;8650;1555;657;11758;5363;1082;2854;464;541;826;90877;16410;3837;14308;2877;...;4279;2560;2594;3586;4758;9161;870;9766;33742;15981;7927;2099;1899;13856;...;40750;...;7230;4093;12518;5057;1991;1904;7932;366;4671;19086;4470;608;1134;1030;10875;6520;...;2057;5860;29546;2933;1738;6978;4551;2417
"2011";"Mai";"Suisse";1013910;...;353008;88892;61644;33780;114485;5185;49061;21493;5385;8956;13084;6353;6538;31167;8464;5870;7580;8898;2745;1481;10916;8509;938;3710;463;508;1554;142784;22148;3738;19043;4227;...;5244;3856;3184;4088;4705;13518;613;9230;112157;28972;12603;2406;1503;22849;...;48402;...;6567;4779;19370;5020;1964;3410;9004;658;8018;13069;6093;710;1089;979;10608;7301;...;1946;6276;36117;4572;2394;7506;5432;2661
"2011";"Juin";"Suisse";1364328;...;497824;109487;78233;41999;163556;5647;78206;47602;9020;11317;14356;8331;8130;40087;10711;8454;7310;10550;2634;925;12374;8847;1545;3428;909;591;1856;199031;24289;5180;19116;5070;...;7151;5492;3385;4277;7218;13861;1436;13891;87587;70075;12513;3706;4463;28679;...;61988;...;9052;6738;17352;5548;2214;5171;15956;1463;11082;7630;5769;2547;1296;1850;17570;14596;...;2317;8065;34181;3375;3177;9543;5633;2355
"2011";"Juillet";"Suisse";1739900;...;531460;143691;99338;45831;182109;6136;137348;111188;8405;19381;19079;15008;12888;52875;10000;8665;6473;11672;2699;813;13629;11451;1294;3497;763;949;1556;206637;28217;6542;21171;4087;...;5169;4089;5324;4855;7410;11039;4371;22017;55826;122269;14982;12620;18571;33457;...;77170;...;10010;4145;23480;3763;1612;4820;7467;4044;11572;7160;10777;1503;1496;1556;61919;43598;...;1966;7889;40021;3332;1855;13120;7129;2068
"2011";"Août";"Suisse";1649836;...;604107;170407;145373;45725;172775;5768;111051;95140;13155;12654;12077;6563;6460;73243;10900;10658;6090;13406;2541;873;11785;10350;852;3006;1407;1529;1113;142763;20949;4329;14397;3108;...;6018;3233;2461;2967;4148;9347;723;31321;42449;81405;10080;1871;2054;21860;...;85847;...;9905;5956;21142;3383;1288;3733;5952;406;8907;4544;5760;827;1221;1490;5847;10781;...;1981;9023;44320;3284;2657;13128;5783;1822
"2011";"Septembre";"Suisse";1556197;...;495403;100740;65975;40204;152272;6260;58597;42896;7648;11553;15804;8832;7581;41653;10440;7202;6647;9384;2220;988;11502;7370;1548;3721;1007;637;1272;173393;26094;4853;19879;3956;...;5773;6104;3320;4794;5767;9976;1115;15700;34597;51886;10765;3660;9527;32078;...;67383;...;6931;7885;14761;4757;1403;3507;8635;1049;9084;5383;6833;2191;1052;1112;16481;13884;...;2181;7673;32946;2663;2285;9443;4940;2034
"2011";"Octobre";"Suisse";1346371;...;321335;87616;65831;28429;81972;4125;31751;16730;3978;8006;11228;7340;6313;31026;9089;6293;6007;8473;2214;970;11370;6120;674;2766;596;635;1104;109925;16879;3077;17077;3367;...;5976;4018;3161;4633;4561;12980;674;10207;27696;28074;11044;1760;1647;18453;...;66245;...;6394;3682;14548;4857;2077;2421;7675;730;7477;9997;5891;1221;808;879;6742;8821;...;2102;6616;28316;2770;1777;6722;4554;2735
"2011";"Novembre";"Suisse";838333;...;209485;77107;58385;24717;69976;4064;21346;15630;3279;6239;9693;4656;5008;25390;7060;6204;8396;7001;1653;734;9025;5337;891;2838;430;496;874;76608;11775;2995;10670;1940;...;4473;2840;2786;4752;3910;10238;698;7186;15561;15574;8532;2774;2118;8475;...;41034;...;4117;3604;10371;4174;1683;1465;8376;610;2659;3423;4792;762;871;811;7552;7299;...;2048;6662;30290;2577;1583;6004;5507;2150
"2011";"Décembre";"Suisse";1047683;...;303960;110736;92283;19658;118405;4416;48742;37631;10949;8034;9941;5293;5413;33258;7881;10626;5732;8049;1548;634;11117;4469;773;2673;592;951;783;78220;12108;2831;13021;1553;...;4241;3153;3294;4823;6819;9282;742;10558;12709;13423;7797;4078;1707;16974;...;35290;...;5036;6616;7840;5630;1352;1945;19000;754;2785;5490;5794;887;1221;900;4229;8989;...;1723;6752;45940;2330;1551;6323;6113;2415
"2012";"Janvier";"Suisse";1310349;...;396330;97741;80870;23545;132384;4883;62691;58782;9155;8160;14242;6185;4976;27186;7074;8001;12393;9429;1490;800;10557;5218;1753;3275;532;671;1213;79407;12357;2824;21875;2282;...;3966;2552;2525;4603;7740;9291;818;12683;10892;16230;8151;2233;1432;19564;...;40100;...;6211;2725;11337;3921;922;2141;5913;1026;3468;5182;4717;1225;1383;1176;7386;8180;...;2744;6121;100913;2268;2149;7033;11861;2401
"2012";"Février";"Suisse";1511182;...;409777;155904;74301;24917;174646;6385;101988;87115;19112;14456;24372;14818;9278;26569;8181;6065;9595;10508;2070;606;12236;5985;934;2830;372;933;977;82022;14140;3080;15952;2726;...;3839;3222;3281;5032;4347;12445;1358;10630;10302;16220;7832;3179;2674;10101;...;22393;...;3220;2081;9699;2238;939;1374;6266;1206;2286;4244;4745;1047;1078;1430;4028;8960;...;2492;6458;43518;3498;1965;8870;6143;2117
"2012";"Mars";"Suisse";1400550;...;464426;142977;87714;32047;152919;6014;66249;58536;8126;11283;31126;13253;9188;32450;9015;6120;8910;10417;1978;885;16032;6675;1632;3241;724;875;908;106898;18676;3394;13474;2383;...;4594;3697;2801;5739;5912;12608;1934;12955;17890;23628;9302;2688;1657;11696;...;38189;...;7950;4248;11574;5457;1423;2009;9889;1410;3291;7806;5981;2413;1525;1587;8239;9276;...;2318;6900;56862;3492;2534;12686;7209;2621
"2012";"Avril";"Suisse";991591;...;341614;88700;65474;27786;111326;4262;31964;47893;6239;10138;13675;6942;7356;34889;8419;4975;5879;8654;2171;667;10741;5416;990;2898;460;714;959;91670;17256;3664;14198;2592;...;3629;3120;2482;5759;4303;9451;1457;9481;34000;16890;7354;2100;1490;16752;...;46822;...;6676;5176;14389;4891;2821;2076;9847;1353;3741;19393;4904;577;1123;1104;7444;9572;...;1778;5443;34513;3097;1621;7109;4720;2482
"2012";"Mai";"Suisse";1050751;...;323953;89403;61961;30398;100372;4877;43442;20716;5377;8341;12487;6127;6473;30744;9398;5905;7061;11386;1851;807;10666;7901;1595;3671;838;552;1453;137572;23862;3858;18503;3825;...;5816;4220;2552;6525;5393;12122;791;8314;116095;32870;8927;2538;2080;25085;...;65506;...;7251;5882;16705;5663;3062;3067;12655;1331;6532;13659;5499;1663;1250;1461;11822;9631;...;2407;5984;39927;2720;2094;8605;5945;2724
"2012";"Juin";"Suisse";1293865;...;399350;93744;74773;38669;145809;5601;60070;41384;6238;10373;14229;7619;7668;38780;11274;7433;8481;10938;1859;1083;10405;7814;1079;4646;532;630;1859;194858;23876;5430;19831;4861;...;6462;5703;3756;6204;7094;13427;1496;12365;94441;75311;11447;5685;7779;30746;...;70662;...;11413;6858;17127;5425;2449;5051;16303;2721;9067;8718;6265;2696;1618;1691;42387;24650;...;2758;6625;36678;3031;2167;10776;5776;2613
"2012";"Juillet";"Suisse";1664782;...;458966;120791;95126;41429;156235;5598;108116;95084;8466;16279;17257;13905;9662;47965;10156;7596;6595;12471;2937;915;12312;10989;1565;4211;601;800;1583;200354;27061;6823;20914;4001;...;5957;4015;4334;5738;6323;10144;3566;20536;54241;132709;13812;10594;11079;30455;...;97866;...;10532;4575;22211;3522;1286;6482;9045;3287;11446;5610;8051;1776;1205;1830;46980;30638;...;1978;7176;48137;3196;1718;13009;6388;1845
"2012";"Août";"Suisse";1669983;...;529459;150980;140272;46106;153319;5660;90846;87074;12196;9928;11755;6638;6361;65489;9794;8533;7209;10992;3107;1310;12388;10640;1162;3148;772;1435;1222;173780;22534;4424;13316;3429;...;5079;3457;3312;4592;4770;10614;5036;39943;43424;87997;11514;10619;9909;21982;...;108378;...;11147;12199;19240;3328;1303;3642;7769;1948;9849;6501;6879;1585;1297;1250;26146;25973;...;2596;9214;46565;3042;3253;12363;6167;1772
"2012";"Septembre";"Suisse";1533515;...;463249;97816;71133;39352;142302;5836;49915;40321;7704;9986;15611;8957;6866;38995;9602;5278;6444;13690;2122;1357;11987;8451;1269;3184;1121;613;1502;180113;28933;4398;20154;4031;...;4956;3794;3685;5801;5583;11144;3536;16286;32698;50749;10450;5964;6898;33478;...;81530;...;8753;3984;13510;4679;1623;4794;11734;1831;8538;6775;7321;889;1116;1270;19535;16402;...;2846;7216;36898;3442;2558;8834;5606;2410
"2012";"Octobre";"Suisse";1317448;...;307173;87915;62967;28963;86579;5273;31962;20837;4678;8699;11843;9429;6440;31415;9311;5436;8405;8739;1839;635;11141;6958;949;2922;497;854;1035;119118;20180;3794;17985;3566;...;4731;4084;3364;5638;5856;11605;1881;10534;29725;29384;10291;3494;2748;20564;...;87536;...;8034;4309;17551;4707;2107;2393;9314;1304;8350;11886;5780;937;994;898;14578;8274;...;2814;6568;36126;2698;2827;6395;5921;2798
"2012";"Novembre";"Suisse";844723;...;208656;83136;66610;23822;69859;4546;20799;16244;3058;5626;9489;4002;4477;28580;9080;4847;7020;7499;1577;728;9605;6019;1105;3001;424;484;1033;74270;10944;3346;10964;2228;...;3674;3442;2751;5478;3822;9523;1770;6401;17453;14874;6448;1658;907;8565;...;44086;...;5186;3531;10881;5522;1375;1479;9570;1007;2700;4600;4658;771;726;878;6758;7574;...;2490;6074;32929;2521;2659;5676;5552;2837
